ra,dec,z,petroMag_r
174.01641,-0.54296527,0.1179547,17.36133
173.80382,-0.5185115,0.1178732,17.4523
139.62032,-0.53588554,0.08517569,16.5722
208.91462,-0.92270499,0.1179373,16.33608
201.27978,-0.95996123,0.08526821,17.53125
199.76965,-0.89105396,0.08493548,15.45469
198.05532,-0.9898935,0.08472224,16.99518
195.57433,-0.84755768,0.08501793,17.17277
195.53258,-0.85188583,0.08503357,17.15089
195.42985,-0.90252876,0.08523802,16.42387
192.10157,-0.84703435,0.08530828,17.24449
184.49999,-0.95908048,0.1183985,16.15984
159.10736,-0.94318257,0.04147156,17.94524
155.57357,-0.84797833,0.04260117,16.0984
153.41709,-0.86367726,0.04144965,16.20753
153.35198,-0.84270209,0.04228496,15.38442
153.357,-0.90982736,0.04168135,15.79099
153.44509,-0.91421698,0.04243781,17.49656
153.37033,-0.92307669,0.04247649,16.12763
215.29502,0.84959586,0.08482238,16.82391
202.51075,0.9080899,0.08513261,17.73916
202.21789,1.0458947,0.1179696,17.5362
197.01287,0.95994109,0.04196968,14.9788
249.95702,0.54408856,0.1185048,17.13466
245.80783,0.56094385,0.08520015,17.42776
245.38731,0.6079077,0.0851291,16.05256
207.0019,-0.93121561,0.0852581,17.05815
241.4478,0.61014324,0.1179693,17.71578
225.55681,0.11211857,0.04160169,16.05965
225.23198,0.18382189,0.08499259,17.50115
197.02605,0.094747426,0.08466341,16.30623
187.76314,0.048994851,0.04150943,16.39418
186.14691,0.12939186,0.04204269,17.76815
185.02737,0.095336515,0.1183854,17.48795
185.0199,0.19070926,0.118139,17.55637
185.01229,0.13969497,0.1182655,17.51405
134.71821,1.1063908,0.1185788,16.72297
239.28477,-0.29034054,0.08513534,16.63605
238.84853,-0.31831043,0.04260654,15.60221
238.73358,-0.33681363,0.04260503,17.33885
238.48371,-0.27025044,0.1181765,17.26916
232.70869,-0.32763178,0.08486325,17.66619
228.61155,-0.36844649,0.1179704,18.16153
192.05642,-0.229896,0.08489459,17.27947
188.98633,-0.2579107,0.08471337,17.09554
239.68383,-0.75602852,0.1184668,18.05207
229.34533,-0.67158075,0.1181035,17.87096
229.21564,-0.7559867,0.1182212,17.07224
229.0529,-0.80101723,0.1181527,16.33341
213.35769,-0.82333362,0.1183253,17.12223
203.70235,-0.78595066,0.08461317,17.74928
199.75809,-0.66220612,0.08462463,16.64316
199.67619,-0.79228678,0.08478002,16.99605
198.07117,-0.79585144,0.08474323,17.60344
197.57453,-0.67317838,0.08476349,17.00998
187.11303,0.14238911,0.0229938,15.55688
187.12593,0.16935601,0.1115091,17.66862
188.71699,-0.6075834,0.07263626,17.08892
167.03109,-0.0074777509,0.1122294,17.49414
142.91185,0.29295736,0.07264449,17.47246
142.91163,0.24134233,0.07267125,17.41448
155.41253,0.3246717,0.1115661,17.50417
155.53695,0.38889371,0.07240278,17.29647
171.28287,0.41352942,0.07242718,17.75969
186.10492,0.27922855,0.07311461,16.83267
186.40797,0.28225606,0.1122227,17.31401
226.86575,0.40432321,0.07235873,17.39025
227.60155,0.3467243,0.07300002,17.48716
227.60239,0.34569724,0.07248574,21.14379
227.88475,0.36823938,0.07243982,17.84363
228.14027,0.34520517,0.07238275,17.71367
161.32347,0.66979311,0.07315353,16.75721
202.30391,0.73108316,0.02272183,21.79967
170.63263,1.2072854,0.07286148,17.62728
170.72692,1.2525966,0.0727281,17.55034
170.81008,1.1623053,0.072884,16.57775
170.82123,1.1166369,0.073042,17.37821
172.73044,-1.4017948,0.07265232,17.07655
147.49091,0.53099268,0.07289765,17.71989
160.37358,0.94292437,0.07277004,16.69223
227.51864,0.67182163,0.07235249,17.27153
227.41546,0.79426027,0.07256866,17.06214
160.2473,0.95896106,0.07252041,16.58431
172.29189,1.3923819,0.07292403,16.12823
171.51704,1.4078593,0.07292567,16.30548
171.42127,1.4060359,0.07315149,16.43969
155.55437,0.10052468,0.1122262,17.59542
214.58418,1.4833687,0.07238987,16.57395
142.94437,1.056666,0.02385046,17.36286
186.46108,1.4430427,0.02336012,21.65429
181.92739,1.4212517,0.1114193,16.18377
173.5652,1.3110661,0.07298942,19.93925
173.56766,1.3129747,0.07257337,16.99823
171.9737,1.3524865,0.07258271,15.00734
171.9513,1.3252309,0.07298248,16.70982
236.43379,1.4675564,0.1122003,16.71384
235.28622,1.1487926,0.112134,18.03085
203.05493,1.1283603,0.07304451,17.48775
140.19243,0.60474228,0.02378279,16.35256
143.03333,-0.30599681,0.0724771,16.20101
142.34271,-0.37419034,0.02363812,16.44435
142.18666,-0.32095279,0.02321181,17.30009
187.51037,-1.4791301,0.1115683,17.16888
172.71958,-1.4941528,0.07273643,15.5527
210.44363,1.1568112,0.02428651,16.01233
186.02036,1.1897936,0.02386893,14.81699
185.18769,1.1592739,0.1117322,17.47629
184.86626,1.159233,0.1117795,16.85237
181.04575,1.2235886,0.1117785,17.53107
180.8947,1.1055311,0.111592,16.64146
180.76213,1.1032415,0.111721,17.60038
180.55811,1.2107813,0.1115144,16.9697
172.85352,1.1849389,0.07298371,17.53213
170.73586,1.1322995,0.07272039,15.71852
170.35765,1.2199666,0.0730024,16.86997
170.10672,1.0668276,0.02303798,15.78525
134.49178,1.1985296,0.07310212,15.96245
208.99626,0.75412748,0.0237703,16.82778
206.6363,0.65251217,0.1115034,17.35991
199.27848,0.78720826,0.07291679,16.1506
185.9772,0.83051774,0.02422025,17.07817
185.91886,0.72914329,0.07280567,17.57533
184.03134,0.65633196,0.07312543,16.75752
181.66558,0.65266664,0.1117217,17.16091
174.18493,0.70905565,0.07274529,17.63536
173.43049,0.72541897,0.1118096,17.46368
154.31275,0.81565332,0.1115221,17.67695
234.38003,0.23852888,0.1116223,17.14496
189.7734,0.28292159,0.02355277,16.84216
189.75468,0.36557387,0.02301519,13.1359
187.84023,0.23978178,0.02327658,17.4384
187.42103,0.25340704,0.02306678,17.46402
186.56017,0.26721967,0.02264536,15.25955
167.98217,0.4103221,0.07260793,16.62056
167.92115,0.3877432,0.0723842,18.21816
165.56018,0.27480049,0.1120653,16.96888
161.73995,0.40385233,0.07237988,17.19494
161.66774,0.388463,0.07280634,17.42012
147.30934,0.3442723,0.07294767,17.2094
236.80086,-0.088146858,0.1121694,17.43544
229.11474,-0.086699807,0.1120052,17.81835
227.02587,-0.0097749982,0.07277267,17.17885
169.42257,-1.0865622,0.1115209,17.36221
169.64165,-1.1357429,0.0727524,17.46219
169.55302,-1.1475399,0.07267796,17.79515
222.43787,-0.15810312,0.1121383,17.80706
222.42455,0.0015376601,0.1122255,17.92886
197.52035,-0.12596406,0.07262816,15.60619
187.79485,-0.11561349,0.1121842,17.51296
186.908,-0.088314407,0.1121059,17.48342
186.85429,-0.043921653,0.02330861,17.80338
186.86542,-0.093991547,0.07305154,16.23308
184.61392,-0.0027525524,0.07275175,17.84655
169.59973,-0.017594105,0.07314368,16.08355
169.11027,-0.038513647,0.0725622,17.8403
168.50886,-0.0069612254,0.07248184,17.79346
168.19825,-0.074524999,0.07235809,16.34334
158.9962,-0.20614758,0.07247914,17.4856
229.22806,-0.46133115,0.1117001,17.63766
181.54221,-0.51738342,0.1121824,17.09383
170.75058,-0.61543521,0.02377577,17.34726
168.45426,-0.61751079,0.07243424,16.98673
167.52577,-0.56568183,0.1120218,17.66459
179.04808,-0.21026528,0.1121517,16.26837
159.79783,-0.55719043,0.02335118,17.67107
143.36483,-0.52667659,0.07235999,17.59834
201.83489,-0.98521889,0.07245345,16.57528
169.4291,0.069416792,0.07289648,17.71295
201.53879,-0.88005588,0.07287462,16.75311
169.9662,0.071868169,0.07297006,16.54371
200.10289,-1.0005467,0.1120361,17.8445
199.03644,-0.84406333,0.1114296,17.57441
198.26999,-0.98233727,0.1113868,16.8566
196.50647,-0.99778753,0.02265377,15.604
196.34513,-0.92708377,0.02271997,15.91974
161.07106,-0.846996,0.1116962,17.40321
199.29492,0.52757058,0.02411415,15.12791
197.20649,0.61090401,0.07291973,17.677
216.9871,0.022573856,0.02391719,17.18656
211.46341,0.047994208,0.1120524,17.72499
208.32878,0.18209042,0.1122474,16.9644
208.10125,0.088760198,0.02351624,17.4748
207.38248,0.14382588,0.1115762,17.27192
188.75916,0.037663934,0.02279919,16.29674
184.38092,0.17432276,0.07277206,16.60081
196.31099,-0.37329939,0.02268739,15.74591
247.51282,-0.68406164,0.1121374,17.89041
242.11027,-0.72146319,0.07249545,17.18601
238.8785,-0.8271659,0.02414819,14.27153
200.56461,-0.63191765,0.02321945,18.15402
199.96673,-0.73240721,0.1118924,17.36241
241.02991,-1.083613,0.07281286,16.47697
223.59957,-1.1299138,0.02314522,17.0501
199.68723,-1.1856122,0.1113323,16.29202
231.29569,0.64011015,0.1118524,17.31385
161.26275,0.53785492,0.0726964,16.70798
161.24644,0.57759527,0.07239196,16.18482
161.21406,0.47290572,0.07239371,16.78382
155.51972,0.06936538,0.1121894,17.14727
155.44416,0.055572696,0.1121394,17.6171
155.41947,0.065405044,0.1116021,17.8158
153.92576,-0.34888286,0.07247057,16.02968
159.11298,-1.1460829,0.02395853,16.4122
173.50338,1.4790798,0.07272289,16.9478
231.84625,1.3941052,0.07279114,16.05761
170.35635,1.4588463,0.07243657,16.33095
170.21749,1.3937657,0.1118585,17.06159
169.58884,1.393325,0.1113549,16.60155
156.89066,0.53896858,0.0729344,17.83648
156.05909,0.14774405,0.02332667,17.75139
149.57615,0.10001247,0.07309938,17.49392
156.57545,-0.66806238,0.1118258,16.68258
143.09371,1.4931305,0.07263609,17.58064
221.60966,1.35606,0.07302625,17.81994
204.15613,1.2594358,0.02288829,16.352
187.92245,1.305983,0.02342442,17.32101
187.90266,1.3483767,0.02344545,17.67928
232.24494,1.3983093,0.0728277,17.83898
182.90379,1.4010714,0.1113761,17.26942
180.73715,1.3937812,0.02321241,17.71867
174.59806,1.3544924,0.1117174,17.14282
174.45309,1.2780815,0.1120811,16.52749
174.00866,1.2687097,0.07314181,16.73675
171.21015,1.3211741,0.07311897,16.94712
159.81587,1.0454893,0.1120043,16.50562
186.86419,0.048897233,0.1129216,16.91033
186.96208,0.045695687,0.1128319,17.51492
149.87176,0.35955807,0.07743941,17.65385
150.62006,0.33323868,0.03270039,16.65763
150.62846,0.30728894,0.03367684,14.53234
150.5026,0.33074555,0.0324094,16.64118
151.98505,0.2721735,0.03342812,14.46013
152.13042,0.35665617,0.03297864,16.53866
180.69381,0.36767999,0.07746531,15.22612
134.29696,1.2111205,0.07710064,17.72392
149.98211,1.1106445,0.03252251,16.58195
151.68393,1.1298379,0.03258915,15.65414
152.77183,1.2240949,0.03315181,15.14677
152.77503,1.2254738,0.03307562,18.50714
152.7699,1.2184015,0.0327211,21.26292
154.95594,1.2435585,0.03345598,16.72023
220.10938,1.2583971,0.07767193,15.66629
156.79417,-0.69156944,0.1124126,17.30953
218.25107,1.3596297,0.11304,16.67996
218.13008,1.2881694,0.1130737,17.11896
155.25035,0.13076623,0.1123703,16.99345
179.94485,1.3337957,0.07708713,16.50063
179.93557,1.2964482,0.07765477,16.28263
179.53514,1.3704744,0.07748356,17.63579
178.72735,1.3727021,0.07729609,16.20065
173.12844,1.3990696,0.1125586,17.42358
189.60331,1.4518186,0.1123851,17.18513
202.19918,1.1894879,0.03266014,16.73547
130.51184,0.85606923,0.07771,16.92906
130.49629,1.0172941,0.07722788,15.5992
210.41509,1.1645214,0.03294869,16.33779
198.28017,1.1875579,0.1126332,17.49494
186.61356,1.1748553,0.07768975,17.10109
186.20628,1.0784807,0.07739893,16.6047
186.12032,1.0901581,0.07731084,16.57945
185.22194,1.1297342,0.1131408,16.87289
185.20009,1.1738403,0.0778047,17.05531
185.17838,1.1071091,0.1125834,16.83208
181.82701,1.1034293,0.112448,17.30016
170.93444,1.200202,0.07728115,17.8158
170.6724,1.0856132,0.0771725,17.68817
168.96732,1.066611,0.07721605,17.5005
155.32954,1.146488,0.1124182,17.50477
155.13756,1.1986208,0.07774104,17.29623
214.81681,0.78137367,0.1128466,17.33504
213.75157,0.64561821,0.07721839,17.37481
201.86773,0.74976191,0.07736365,16.58828
184.96473,0.81032724,0.03375179,17.76609
184.72003,0.74587518,0.0775865,16.92194
184.60227,0.66651662,0.07778231,17.14445
155.63074,0.69304681,0.03367727,13.97144
153.41562,0.65355088,0.03299528,17.54366
149.99716,0.63820881,0.03291777,16.72188
186.49316,0.21790416,0.1124989,17.31808
186.29602,0.37829593,0.1130211,17.59226
185.50339,0.31503249,0.03349871,17.02612
182.88109,0.22879455,0.07774075,16.75593
169.20523,0.27847924,0.07710142,16.31472
165.58302,0.28436418,0.1122607,17.35388
161.60882,0.2305656,0.07709999,17.7607
155.00475,0.27221991,0.1131648,17.41953
152.30677,0.32177787,0.03283598,16.47935
151.89223,0.27724718,0.03345294,15.17491
150.37373,0.25716732,0.03367543,15.48711
150.29836,0.22565207,0.03264382,13.71538
237.34485,-0.087224417,0.03260085,17.8507
236.75985,-0.1033165,0.03252864,16.80549
231.32634,-0.20076178,0.1123318,16.62992
213.69414,-0.07151503,0.07738753,16.23881
155.56111,-0.027233454,0.1125911,17.19805
223.22422,-0.61620096,0.07738312,16.77084
214.08153,-0.43102166,0.07752284,16.17553
167.32659,-0.47535958,0.1126211,17.58235
166.41519,-0.49460098,0.1123324,17.2142
166.40022,-0.43824257,0.1127173,16.77729
155.83087,-0.48205394,0.1129227,17.80204
155.79575,-0.46967696,0.1127377,17.62116
200.16293,-0.96267075,0.1127576,15.23653
197.2364,-0.93730412,0.112523,17.64082
197.22664,-1.0264791,0.1130071,17.39116
197.1795,-0.9919962,0.1127113,17.22323
168.29601,-0.99197881,0.07720377,17.34902
157.8964,-0.94013717,0.03306643,16.04995
249.79757,0.90281205,0.03250279,15.83185
197.13602,0.50955009,0.1131216,17.2668
211.51023,0.17232824,0.1124326,17.62742
209.84218,0.20659572,0.03284724,15.76779
206.5403,0.16312673,0.07782839,17.67385
238.61646,-0.32754424,0.07776588,16.66619
199.49823,-0.29530027,0.03347733,15.36619
199.50553,-0.30189499,0.03234835,17.58115
199.49313,-0.31091827,0.03368619,20.13113
186.85688,-0.37210752,0.1127404,17.516
248.06924,-0.79536073,0.1122997,17.94527
229.51035,-0.80370821,0.07740691,17.39547
198.06822,-0.68362461,0.1124879,18.0686
213.80255,-1.1306399,0.07747152,16.85067
187.07188,-1.1158314,0.03258956,17.16764
153.63083,-0.25946474,0.03351018,16.64959
150.44232,-0.21109708,0.03312969,16.11935
149.45645,-0.21093188,0.03294319,15.58566
149.55485,-0.67151591,0.03282471,17.49699
130.587,1.0492163,0.07742297,17.62578
222.37396,1.3533339,0.1123777,17.4362
220.83886,1.3409066,0.03322146,16.6893
220.6905,1.2931935,0.03296006,15.07903
220.67761,1.3197775,0.03361586,15.21795
155.5681,0.15442005,0.03361765,17.4931
213.30458,1.4559491,0.07733559,17.40926
161.11457,1.4480851,0.1131591,17.46826
217.17588,1.0588923,0.1131169,17.77859
215.43382,1.0334706,0.07728294,17.51072
214.70843,1.055594,0.1126983,16.95686
213.55196,1.0755141,0.07768659,16.57142
202.09571,1.2937117,0.07771768,16.33726
201.79003,1.2959685,0.07754323,16.95534
198.84029,1.3135959,0.03329979,15.24788
198.8402,1.3116039,0.03279721,17.5532
188.17021,1.260189,0.07712018,16.25534
185.18526,1.3656781,0.03247955,17.12656
184.02735,1.4471928,0.07759438,16.73013
183.93346,1.2918524,0.07778116,17.24132
182.1633,1.3173312,0.07707815,17.61631
181.68123,1.4259835,0.07732875,17.59304
181.57643,1.390135,0.07779646,17.24912
181.45478,1.3918292,0.1126964,16.9752
180.09393,1.4347562,0.07738664,17.6337
178.07307,0.99236717,0.07722432,17.32372
170.93064,1.2611619,0.07769366,17.66899
170.0221,1.3438687,0.1124396,17.15779
150.14048,0.85607999,0.03256777,16.7781
232.13514,1.2492809,0.1124008,17.77216
221.62526,1.4736873,0.03306203,17.81719
231.69837,0.80715395,0.1127019,17.38094
222.31451,1.1177377,0.1124614,16.91888
211.03128,1.2949912,0.03278397,16.07141
201.89545,1.490739,0.0776905,17.69389
203.53927,1.0615115,0.07776865,16.41619
203.4509,1.1657596,0.07773055,17.1405
203.12777,1.1515058,0.07768881,16.79629
203.05839,1.2468838,0.07772688,16.07154
202.35431,1.0765298,0.0775668,17.37611
200.74415,1.2510502,0.1123341,17.13578
203.7328,-0.17419444,0.07763901,15.53279
203.7154,-0.050629844,0.07758976,17.39736
199.81601,0.30710087,0.07727034,17.36906
199.52513,0.37426921,0.07710611,16.98002
148.45962,0.44008751,0.07758574,17.48889
131.59537,-0.37170555,0.07734243,17.79661
197.7472,-1.4023474,0.1125807,17.45545
178.61013,-1.4586477,0.07705862,17.36445
172.52765,-1.2781971,0.03275491,16.64717
170.19507,1.3878302,0.1123827,17.70192
206.29851,-0.6214844,0.0774097,17.55607
170.75123,1.4756297,0.1124546,18.79905
195.3458,1.1118715,0.07752618,15.89676
206.53054,-0.14548465,0.07746198,17.64332
189.27136,1.2233334,0.1128304,17.74896
173.52803,1.4788395,0.07719931,16.71841
173.55905,1.4667544,0.07732105,17.58503
182.42033,1.1728649,0.07774515,15.13466
205.54926,0.82355088,0.07710426,17.44802
181.4797,1.172541,0.07734366,17.79445
181.45946,1.0549573,0.07711396,17.56242
181.44665,1.1271914,0.1129949,15.59853
181.36372,1.1239663,0.1126939,17.37794
181.32923,1.1733501,0.1129564,17.52775
181.4512,1.1099709,0.1127703,17.64807
181.13178,1.1296958,0.0778308,16.60819
180.90664,1.2056989,0.07714107,17.1373
246.16029,-0.89666938,0.04825275,16.26251
246.62013,-0.020227875,0.08438914,17.17411
239.87441,0.31326152,0.1195725,17.73269
186.47772,-1.1333991,0.0486598,17.7888
197.96968,-1.202869,0.08403751,16.10096
198.00962,-1.1455344,0.08451748,17.01682
198.35729,-1.1262189,0.084243,16.47771
198.8334,-1.2243588,0.1187155,17.7751
202.25649,-1.2365659,0.08452604,17.52522
222.62606,-1.1428004,0.1187695,16.88022
229.15741,-1.0456354,0.1190182,18.0324
229.22634,-1.0639311,0.1193299,17.63536
192.04923,-0.74640862,0.08413588,16.6138
192.07756,-0.69716942,0.08408104,16.62381
197.57427,-0.67376639,0.08436722,16.89922
198.02663,-0.83076494,0.08446006,16.33154
200.30481,-0.64541864,0.08400247,16.74936
202.50536,-0.83271717,0.04846639,16.95573
213.2983,-0.71010477,0.1194429,18.0653
223.79213,-0.77619522,0.0840548,17.67822
229.20071,-0.80844711,0.1191383,17.70121
229.22282,-0.78248511,0.1187267,17.84282
239.5669,-0.83207332,0.1186395,17.32637
229.31774,-0.27334884,0.1188628,17.32256
230.96544,-0.21929985,0.118962,17.46611
188.25825,0.007410881,0.08408111,19.98423
195.94165,0.53720463,0.08382735,16.93216
218.44334,0.63481121,0.1193331,-9999
198.23356,0.94118815,0.04803713,15.3126
241.96029,1.0383012,0.04825955,16.41255
148.24551,-0.97315015,0.04863385,16.40226
153.42294,-0.92227303,0.04862739,16.23464
155.18538,-0.97983105,0.08411594,17.24293
192.38409,-1.0445385,0.04876805,18.55166
195.90665,-1.0054111,0.08404355,16.41375
196.11848,-1.000081,0.08421928,17.1609
198.05662,-0.9744844,0.08437707,14.37712
198.27737,-0.89806773,0.08395665,16.40923
198.28289,-0.93064928,0.08451039,17.20437
151.61124,-0.5503743,0.08447021,16.50527
172.97917,-0.48216679,0.1190861,17.10427
179.79847,-0.42585297,0.08390094,17.698
197.29109,-0.61400634,0.08453557,17.47889
214.37641,-0.49849537,0.08448786,17.56401
229.37272,-0.52805351,0.1189185,16.60463
167.5818,-0.14290204,0.04873518,15.68689
167.5856,-0.12230395,0.04825342,14.66474
174.76935,-0.042442264,0.1188891,17.77887
181.00069,-0.16632524,0.1195667,17.37266
184.32186,-0.14354399,0.1193592,17.8253
194.36336,-0.038506324,0.08386147,17.55704
197.53385,-0.1826431,0.08409638,17.6704
216.07164,-0.20428469,0.08418238,18.17548
229.16749,-0.068000735,0.1187705,19.09107
147.94533,0.33047679,0.0844093,15.80104
154.33476,0.38477276,0.08454417,16.64986
162.38337,0.25638372,0.08446822,17.24276
187.03123,0.31248442,0.1194893,17.69601
192.47622,0.34816535,0.04841294,16.78095
216.49999,0.2318963,0.08408643,15.97483
230.94601,0.32265569,0.118995,17.82672
233.0088,0.25387607,0.04934492,16.28445
148.62238,0.83365483,0.04800311,21.04079
159.98117,0.66762899,0.1193536,17.74413
166.17612,0.63444436,0.1187993,17.10813
167.59284,0.70896197,0.08447506,17.04089
199.26572,0.67545352,0.04818288,16.56501
188.19431,1.2541665,0.118889,17.72627
147.32951,0.028902695,0.04808582,15.70556
215.66281,1.2447493,0.1193157,17.31218
215.724,1.2374438,0.1193163,17.43408
235.46756,1.4273496,0.08380551,16.72607
159.11222,1.0298011,0.1191591,17.21237
179.63938,1.3699902,0.04849872,16.31879
187.17392,1.415889,0.1186636,16.02424
187.19595,1.4244029,0.1191558,17.79128
200.14991,1.2481347,0.04794738,15.47976
200.15453,1.2394533,0.0483577,17.53567
200.0451,1.2462438,0.04844313,16.32436
181.52116,1.2879557,0.04869014,17.38295
180.75543,1.4379865,0.08412392,16.81984
170.98944,1.3457875,0.04837969,16.55397
167.57477,1.3199415,0.08398829,16.64036
235.45355,1.4473172,0.08421352,16.77563
220.08103,1.3392053,0.08444922,15.78291
220.27585,1.4057061,0.08448231,16.66421
235.38103,1.492897,0.08383721,17.84446
234.94179,1.4169522,0.08441692,15.4354
239.69958,0.89322389,0.1189076,17.15717
239.67817,0.83557198,0.118786,17.36829
235.32537,1.0829409,0.08454262,17.27645
231.72492,1.2069839,0.1187003,17.85565
228.71632,1.2983074,0.0840816,17.61277
222.46886,1.4604983,0.04882566,15.31728
215.25924,1.1704554,0.08418243,17.29774
203.40198,1.4194907,0.08383802,17.69024
